rank,ORF,GENE,Putative TOR pathway,1 week ,2 week ,5 week ,7 weeks,Norm_1,Norm_2,Norm_5,Norm_7,Norm,Description,Function,Localization
149,YIL030C,SSM4,,1.82303893,4.497419821,4.129842117,1.536169564,1.738764625,4.318809724,3.938424895,1.471821692,9.729056311,mRNA polyadenylation,ubiquitin-protein ligase activity,nuclear membrane
150,YJL105W,SET4,,1.68086115,2.074168286,5.080423824,3.004699176,1.603159351,1.991794967,4.844947361,2.878836769,9.715579097,biological_process unknown,molecular_function unknown,cellular_component unknown
151,YJL130C,URA2,,1.487163168,1.660426267,3.223670019,5.247726883,1.418415518,1.594484258,3.074253663,5.027907361,9.696645282,pyrimidine base biosynthesis,aspartate carbamoyltransferase activity,cytoplasm
152,YPR030W,CSR2,,1.477689297,1.098994234,3.756021273,5.256996086,1.409379599,1.055348883,3.58193056,5.036788291,9.674067734,cell wall organization and biogenesis*,molecular_function unknown,nucleus
153,YGR292W,MAL12,,1.908061022,1.591614178,6.315111496,2.19382101,1.819856369,1.528404966,6.022407547,2.101925091,9.652737603,maltose catabolism,alpha-glucosidase activity,cellular_component unknown
154,YPL071C,,,1.397196618,2.525145318,2.714748584,4.852413499,1.332607886,2.42486194,2.588920618,4.64915307,9.662935629,biological_process unknown,molecular_function unknown,cytoplasm*
155,YDR143C,SAN1,,1.458755449,2.169674591,3.864761699,4.050683334,1.391321013,2.083508343,3.685630893,3.881006197,9.650145433,establishment and/or maintenance of chromatin architecture,molecular_function unknown,cellular_component unknown
156,YDL182W,LYS20,,1.651306849,0.721367428,0.537451684,8.810267465,1.574971268,0.692719112,0.512540923,8.441218384,9.646478419,"lysine biosynthesis, aminoadipic pathway",homocitrate synthase activity,nucleus
157,YEL049W,PAU2,,1.925797538,3.979709964,6.061783661,0.012126607,1.836772973,3.821660146,5.780821398,0.011618641,9.614100185,biological_process unknown,molecular_function unknown,cellular_component unknown
158,YKR015C,,,1.90046787,2.103457572,2.614517301,5.270828868,1.812614229,2.019921061,2.493335032,5.050041638,9.563297731,biological_process unknown,molecular_function unknown,cellular_component unknown
159,YPL034W,,,0.915872352,2.475466966,5.852134807,1.619699028,0.873533977,2.37715651,5.580889719,1.55185223,9.509898459,biological_process unknown,molecular_function unknown,cellular_component unknown
160,YIL140W,AXL2,,2.183627402,2.725079928,6.484618429,0.715207121,2.082684039,2.616856366,6.184057873,0.685248152,9.486162391,bud site selection*,molecular_function unknown,bud neck*
161,YDL216C,RRI1,,2.185659366,3.73177862,5.635719729,0.534314055,2.08462207,3.583575124,5.37450543,0.511932429,9.470012983,adaptation to pheromone during conjugation with cellular fusion*,metalloendopeptidase activity,signalosome complex
162,YNL268W,LYP1,,1.678019246,0.992789516,6.547974851,2.340884847,1.600448821,0.953361969,6.244477739,2.242828641,9.440668349,basic amino acid transport,basic amino acid transporter activity,plasma membrane
163,YLR461W,PAU4,,2.229174626,2.530438136,2.054060373,5.290448293,2.126125734,2.42994456,1.958855152,5.068839234,9.457638946,biological_process unknown,molecular_function unknown,cellular_component unknown
164,YEL037C,RAD23,,1.701058842,2.660455452,5.454380884,1.749878151,1.622423357,2.554798381,5.201571598,1.676578342,9.432948321,"nucleotide-excision repair, DNA damage recognition*",damaged DNA binding,repairosome*
165,YDR229W,IVY1,,1.792480076,2.032523577,3.966456967,3.81737621,1.709618427,1.951804132,3.782612609,3.657471963,9.391888704,secretory pathway,phospholipid binding,vacuolar membrane (sensu Fungi)
166,YOR155C,ISN1,,1.876154103,1.637158042,6.005485188,2.159336608,1.789424423,1.572140105,5.727132346,2.068885189,9.368157641,biological_process unknown,molecular_function unknown,cellular_component unknown
167,YNL011C,,,1.281111628,1.342571165,7.010543245,1.435930421,1.2218892,1.289252423,6.685606196,1.375781418,9.350640037,biological_process unknown,molecular_function unknown,cellular_component unknown
168,YJL078C,PRY3,,0.95766877,1.927521058,1.961886531,5.891578038,0.913398256,1.850971673,1.870953546,5.644788543,9.366713762,biological_process unknown,molecular_function unknown,cell wall (sensu Fungi)
169,YHR113W,,,1.123331316,1.476546802,1.283790187,7.014889461,1.071402658,1.417907365,1.22428681,6.721046111,9.363240286,biological_process unknown,molecular_function unknown,cytoplasm
170,YIL100W,,,1.619278286,3.191228564,6.616680006,-0.048553255,1.544423301,3.06449242,6.309998426,-0.046519431,9.327971416,,,
171,YOR268C,,,1.105936563,2.653513198,4.975341936,2.122352748,1.054812018,2.548131831,4.744735994,2.033450529,9.326318353,,,
172,YAL067C,SEO1,,1.867725146,1.920020529,3.600163697,4.229259975,1.781385115,1.843769019,3.433296947,4.052102526,9.329168492,transport,transporter activity,membrane
173,YDR018C,,,1.630023314,2.932283963,5.4357932,1.368092412,1.554671615,2.81583152,5.183845449,1.310785043,9.310462013,phospholipid biosynthesis,acyltransferase activity,cellular_component unknown
174,YBR016W,,,1.662317011,1.615292719,6.603044412,1.508972799,1.585472459,1.55114314,6.296994839,1.445764159,9.293902137,response to dessication,molecular_function unknown,plasma membrane
175,YPR005C,HAL1,,1.963736483,2.785878249,5.087522951,1.85098381,1.8729581,2.675240149,4.851717445,1.773448834,9.300406428,positive regulation of transcription from Pol II promoter*,molecular_function unknown,cytoplasm
176,YLR278C,,,1.075066094,1.502253565,2.390454701,5.783341843,1.02536861,1.442593212,2.279657681,5.541086202,9.263337095,biological_process unknown,molecular_function unknown,nucleus
177,YKL034W,TUL1,,1.467089305,1.028762363,2.114819944,6.515165096,1.399269617,0.987906194,2.016798531,6.242254461,9.246959186,protein transport,ligase activity,intracellular
178,YJL096W,MRPL49,,0.002554999,0.036819541,0.050665764,9.571220423,0.002436888,0.035357293,0.048317418,9.170296147,9.253970858,protein biosynthesis,structural constituent of ribosome,mitochondrial large ribosomal subunit
179,YPR029C,APL4,,0.778224615,3.723867557,4.637461071,1.28137807,0.742249334,3.57597824,4.422515829,1.227703037,9.226197105,vesicle-mediated transport,clathrin binding,AP-1 adaptor complex
180,YDL049C,KNH1,,1.718831717,1.861829028,4.223790117,3.536350055,1.639374638,1.787888529,4.028018427,3.388217579,9.204124535,"beta-1,6 glucan biosynthesis",molecular_function unknown,cell wall (sensu Fungi)*
181,YKL150W,MCR1,,2.360672955,2.231028372,1.704107325,5.653027997,2.25154524,2.142425526,1.625122347,5.41623101,9.183778883,response to oxidative stress*,cytochrome-b5 reductase activity,mitochondrial intermembrane space*
182,YMR118C,,,1.990659472,1.432441882,6.055818447,2.084674474,1.89863651,1.375554023,5.77513267,1.997350542,9.148037235,biological_process unknown,molecular_function unknown,cellular_component unknown
183,YDR357C,,,2.017955763,2.923139968,4.88031945,1.747678931,1.924670965,2.807050669,4.654117778,1.674471244,9.135639691,biological_process unknown,molecular_function unknown,cytoplasm
184,YKL184W,SPE1,,2.279928887,2.700621872,2.942078003,3.864117844,2.174533759,2.593369635,2.805713372,3.702255659,9.101338666,pantothenate biosynthesis,ornithine decarboxylase activity,cytoplasm
185,YBR116C,,,1.637473464,1.349848647,4.689800148,3.434487561,1.561777364,1.296240888,4.472429002,3.290621954,9.059291843,,,
186,YFR017C,,,1.162773181,4.503733588,4.284852071,0.664999511,1.109021229,4.324872746,4.086250174,0.637143664,9.048266585,biological_process unknown,molecular_function unknown,cytoplasm
187,YNR070W,,,2.25255523,1.671412627,1.707147624,6.063613689,2.148425514,1.605034307,1.628021729,5.809617875,9.04267391,transport,ATP-binding cassette (ABC) transporter activity,membrane
188,YJL094C,KHA1,,1.165009151,0.639552788,1.60669727,7.152437999,1.111153836,0.61415365,1.532227225,6.852832944,8.999213819,monovalent inorganic cation transport,potassium:hydrogen antiporter activity,membrane
189,YFL055W,AGP3,,1.930966853,4.338436842,4.079586471,0.978077877,1.841703324,4.166140579,3.890498587,0.93710764,8.993746807,amino acid transport,amino acid transporter activity,plasma membrane
190,YLR422W,,,1.397189905,1.725282874,1.269386095,6.384320255,1.332601483,1.656765156,1.210550345,6.116890517,8.984206018,biological_process unknown,molecular_function unknown,cytoplasm
191,YPL026C,SKS1,,2.169788794,3.05076255,4.905457986,1.410995133,2.069485153,2.92960486,4.678091149,1.351890633,8.959586642,protein amino acid phosphorylation*,protein serine/threonine kinase activity,cytoplasm
192,YDR443C,SSN2,,0.560746206,0.182352705,0.023075436,9.14672457,0.534824381,0.175110767,0.022005895,8.763581798,8.96069846,negative regulation of transcription from Pol II promoter,general RNA polymerase II transcription factor activity,transcription factor complex
193,YPL009C,,,2.300133506,1.841600299,3.019737495,4.4816195,2.193804371,1.768463162,2.879773364,4.293891084,8.94212761,biological_process unknown,molecular_function unknown,cytoplasm
194,YER170W,ADK2,,2.025092296,2.083521434,5.387766058,1.862115884,1.931477594,2.000776665,5.138044354,1.784114602,8.922935621,biological_process unknown,adenylate kinase activity,mitochondrial inner membrane
195,YGR250C,,,1.578386682,2.4556373,6.671772872,0.200669379,1.505422009,2.358114357,6.362537751,0.192263635,8.912915743,biological_process unknown,RNA binding,cytoplasm
196,YBL087C,RPL23A,,1.695064463,2.863762908,4.764471538,1.661500568,1.616706082,2.750031704,4.54363939,1.591902765,8.885573859,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya)
197,YBR040W,FIG1,,1.116398331,5.475908002,2.926402694,0.856533606,1.064790166,5.258438319,2.79076461,0.820654679,8.869857608,cellular morphogenesis during conjugation with cellular fusion*,molecular_function unknown,cell wall (sensu Fungi)*
198,YPR091C,,,1.97421671,1.605909782,7.32859711,0.312010709,1.882953853,1.542132836,6.988918338,0.298941042,8.829992215,biological_process unknown,molecular_function unknown,endoplasmic reticulum
199,YJL103C,,,1.224762168,0.697205181,4.423686041,4.125216544,1.168144628,0.669516442,4.218649222,3.952417321,8.840582984,biological_process unknown,molecular_function unknown,cellular_component unknown
200,YEL008W,,,2.219963987,3.119354093,5.663585728,0.451031906,2.117340879,2.995472365,5.401079846,0.432138846,8.828691058,,,
201,YLR104W,,,0.506538519,2.710827824,2.879524308,3.639609192,0.483122573,2.603170269,2.746059026,3.487151343,8.836380638,biological_process unknown,molecular_function unknown,cellular_component unknown
202,YGL156W,AMS1,,1.11045831,1.919583004,4.18033476,3.12549658,1.059124737,1.84334887,3.986577216,2.994574148,8.824500234,carbohydrate metabolism,alpha-mannosidase activity,vacuolar membrane
203,YJL037W,,,1.266044392,0.951083677,1.235902824,7.031398551,1.207518483,0.913312432,1.178619015,6.736863659,8.828795106,biological_process unknown,molecular_function unknown,cellular_component unknown
204,YAR030C,,,1.131992797,2.58887709,4.442888451,2.182762359,1.079663741,2.486062675,4.236961604,2.09132967,8.814353949,,,
205,YDL046W,NPC2,,1.503913849,2.784715741,4.172096863,2.235308148,1.434391859,2.674123809,3.978721143,2.141674394,8.794519346,biological_process unknown,molecular_function unknown,vacuole (sensu Fungi)
206,YBR007C,,,1.06094814,1.424104266,4.475043085,3.28083755,1.011903292,1.367547526,4.267625879,3.143408115,8.77858152,biological_process unknown,molecular_function unknown,cellular_component unknown
207,YJL098W,SAP185,,0.895711936,1.526077774,0.877242459,6.771081653,0.854305524,1.465471268,0.836582475,6.487451051,8.789504795,G1/S transition of mitotic cell cycle,protein serine/threonine phosphatase activity,cytoplasm
208,YGL165C,,,2.004502998,1.845297609,5.208100187,2.095126802,1.911840086,1.772013638,4.966705954,2.007365037,8.746084629,,,
209,YDL019C,OSH2,,1.734025846,2.795109736,6.2007903,0.124702537,1.653866382,2.684105017,5.913385111,0.119478932,8.716969061,steroid biosynthesis,oxysterol binding,plasma membrane*
210,YOL153C,,,2.000083673,1.368512067,5.762897748,1.967863075,1.907625054,1.314163111,5.495788777,1.8854322,8.695384088,biological_process unknown,molecular_function unknown,cellular_component unknown
211,YBR100W,,,1.451790854,0.980654851,3.077399998,5.029648411,1.384678373,0.941709219,2.934763224,4.818963874,8.695436316,,,
212,YGL243W,TAD1,,1.261402854,2.514697472,5.267197519,1.287341647,1.203091511,2.414829019,5.023064139,1.233416808,8.671309966,tRNA modification,tRNA specific adenosine deaminase activity,nucleus
213,YDL226C,GCS1,,1.594172956,2.89347869,4.005181073,2.168392581,1.520478525,2.778567356,3.819541862,2.077561821,8.675671039,ER to Golgi transport*,ARF GTPase activator activity*,cytoskeleton*
214,YGL076C,RPL7A,,1.520765084,1.341520902,4.488193149,3.223801453,1.450464106,1.28824387,4.28016644,3.088761175,8.657171486,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya)
215,YMR074C,,,1.72286854,1.597361782,5.260795156,2.145257481,1.643224849,1.53392431,5.016958524,2.055395816,8.60627865,biological_process unknown,molecular_function unknown,cytoplasm*
216,YJL134W,LCB3,,2.136173142,4.46957799,2.085141378,2.444113176,2.037423465,4.292073601,1.98849556,2.341732888,8.622302048,sphingolipid biosynthesis*,sphingosine-1-phosphate phosphatase activity,endoplasmic reticulum
217,YJL210W,PEX2,,1.911004298,2.408187574,2.91659842,3.665746155,1.822663585,2.312549045,2.781414761,3.512193467,8.606157273,peroxisome organization and biogenesis,protein binding,peroxisomal membrane
218,YGL081W,,,1.544658487,1.161697359,3.87593927,3.900499757,1.473252979,1.115561822,3.696290386,3.737113588,8.548965796,biological_process unknown,molecular_function unknown,cellular_component unknown
219,YBL043W,ECM13,,2.310987308,3.773859867,2.734051219,2.424597833,2.20415643,3.62398516,2.607328581,2.323035014,8.554348754,cell wall organization and biogenesis,molecular_function unknown,cellular_component unknown
220,YDL230W,PTP1,,2.172802487,2.53349505,6.191955978,0.195993742,2.072359531,2.432880072,5.904960258,0.187783854,8.525624184,protein amino acid dephosphorylation,protein tyrosine phosphatase activity,cytoplasm
221,YPR172W,,,1.759458738,4.714639353,2.934301249,1.26521714,1.678123579,4.52740262,2.798297068,1.212219064,8.537918753,biological_process unknown,molecular_function unknown,cytoplasm*
222,YAL030W,SNC1,,2.143981928,2.33585698,5.644689725,0.925740585,2.044871271,2.243090981,5.383059669,0.88696268,8.51311333,endocytosis*,v-SNARE activity,transport vesicle
223,YIL138C,TPM2,,2.023708797,2.254118762,6.654456358,-0.014455799,1.930158051,2.164598907,6.346023853,-0.013850267,8.496772493,establishment of cell polarity (sensu Saccharomyces)*,actin lateral binding,contractile ring (sensu Saccharomyces)*
224,YIL108W,,,1.986997665,2.868203295,5.473197472,0.548720041,1.895143978,2.754295746,5.219516042,0.52573497,8.499546757,biological_process unknown,molecular_function unknown,cytoplasm
225,YFR020W,,,1.446829743,3.487815349,4.739617587,0.653746944,1.379946602,3.349300586,4.519937414,0.626362451,8.495600451,,,
226,YIL105C,LIT2,,2.377816012,5.262503113,3.48785599,0.129965053,2.267895819,5.053508572,3.326194676,0.124521009,8.504224257,biological_process unknown,molecular_function unknown,cytoplasm
227,YKR017C,,,1.343432879,1.60846047,1.445411179,5.820614724,1.281329503,1.544582226,1.378416707,5.576797777,8.49979671,biological_process unknown,molecular_function unknown,cellular_component unknown
228,YOR304W,ISW2,,2.044223837,3.389444588,2.761440144,2.722265189,1.949724735,3.254836512,2.633448035,2.608233524,8.496518072,chromatin modeling*,ATPase activity,nucleus
229,YIL044C,AGE2,,1.731794317,2.817561563,4.10773621,1.93340744,1.651738011,2.705665195,3.917343592,1.85241986,8.475428647,ER to Golgi transport*,ARF GTPase activator activity,clathrin-coated vesicle
230,YGR295C,COS6,,1.152337532,2.531312947,5.230872517,1.094250506,1.099067992,2.430784629,4.988422792,1.04841397,8.467621391,biological_process unknown,molecular_function unknown,vacuole (sensu Fungi)
231,YLR178C,TFS1,,1.736907757,1.712819867,3.450694809,3.670635938,1.65661507,1.644797104,3.290755907,3.516878424,8.452431435,regulation of proteolysis and peptidolysis,lipid binding*,soluble fraction
232,YDR260C,SWM1,,1.189958744,1.852885783,4.705429713,2.273697438,1.134950075,1.779300456,4.48733414,2.178455613,8.445090209,spore wall assembly (sensu Saccharomyces)*,molecular_function unknown,nucleus*
233,YML002W,,,1.543566426,3.245780144,2.583102348,2.98276833,1.472211402,3.116877544,2.463376155,2.857824574,8.438078273,biological_process unknown,molecular_function unknown,cellular_component unknown
